meeting_id,entity_id,entity_legal_name,country_code,committee_name,meeting_type,meeting_date,reporting_year,board_size,members_present,attendance_rate_pct,esg_agenda_flag,decision_made_flag,esg_topics_discussed,linked_kpi_code,linked_kpi_name,linked_erm_risk_id,linked_erm_risk_name,decision_summary,action_owner_function,action_due_date,action_status,minutes_status,data_source,created_from
MTG-000312,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2021-12-13,2021,9,8,88.9,True,True,IFRS S2 climate disclosure approval; Physical risk exposure review; Real estate collateral emissions review,ENV-005,Energy cost,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: IFRS S2 climate disclosure approval | linked KPI ENV-005 | linked risk RISK-011,Sustainability Office,2022-02-10,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000313,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2022-01-17,2022,12,9,75.0,True,True,Annual sustainability report sign-off,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-003,Internal Audit,2022-02-22,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000314,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2022-04-20,2022,11,10,90.9,True,True,Project finance emissions methodology review,FIN-001,Financed emissions Scope 1 and 2,RISK-005,Carbon pricing - industrial loans,Decision recorded: Project finance emissions methodology review | linked KPI FIN-001 | linked risk RISK-005,Credit Risk,2022-07-08,completed,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000315,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2022-07-14,2022,12,11,91.7,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000316,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2022-10-06,2022,11,11,100.0,True,True,ESG remuneration KPI setting,FIN-006,SBTi-aligned exposure,,,Decision recorded: ESG remuneration KPI setting | linked KPI FIN-006,Sustainability Office,2023-02-28,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000317,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2022-03-21,2022,9,9,100.0,True,True,Financed emissions methodology review,FIN-004,Average PCAF data quality score,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Financed emissions methodology review | linked KPI FIN-004 | linked risk RISK-007,Legal,2022-06-19,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000318,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2022-06-14,2022,7,7,100.0,True,False,Annual sustainability report sign-off; Sovereign bond financed emissions review,FIN-012,"Financed emissions Scope 1, 2 and 3",,,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000319,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2022-09-09,2022,9,8,88.9,True,True,Climate risk model validation; Transition risk appetite approval; Supplier ESG policy update,FIN-007,High transition risk exposure,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: Climate risk model validation | linked KPI FIN-007 | linked risk RISK-011,Sustainability Office,2022-10-19,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000320,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2022-12-12,2022,9,8,88.9,True,True,PCAF data quality remediation; Project finance emissions methodology review; Sovereign bond financed emissions review,FIN-005,Financed emissions data coverage,RISK-013,Board climate competence gap,Decision recorded: PCAF data quality remediation | linked KPI FIN-005 | linked risk RISK-013,Board Secretariat,2023-04-03,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000321,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2023-01-10,2023,11,11,100.0,True,True,Annual sustainability report sign-off,FIN-001,Financed emissions Scope 1 and 2,,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-001,Human Resources,2023-07-08,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000322,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2023-04-21,2023,9,8,88.9,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000323,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2023-07-18,2023,11,10,90.9,True,True,Supplier ESG policy update,SOC-001,Gender pay gap,,,Decision recorded: Supplier ESG policy update | linked KPI SOC-001,Credit Risk,2023-10-25,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000324,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2023-10-11,2023,9,8,88.9,True,False,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-010,Client transition plan credibility risk,Discussion only; no formal decision recorded for Climate scenario analysis review,Relationship Banking,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000325,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2023-03-09,2023,7,7,100.0,True,True,Financed emissions methodology review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Financed emissions methodology review | linked KPI FIN-012 | linked risk RISK-007,Legal,2023-04-15,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000326,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2023-06-22,2023,8,7,87.5,True,True,IFRS S2 climate disclosure approval,FIN-007,High transition risk exposure,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: IFRS S2 climate disclosure approval | linked KPI FIN-007 | linked risk RISK-006,Compliance,2023-11-26,not_started,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000327,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2023-09-22,2023,7,6,85.7,True,True,Financed emissions methodology review,FIN-005,Financed emissions data coverage,RISK-012,ESG data quality and lineage weakness,Decision recorded: Financed emissions methodology review | linked KPI FIN-005 | linked risk RISK-012,Data Governance,2024-01-13,completed,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000328,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2023-12-19,2023,7,6,85.7,True,True,Climate scenario analysis review; Sovereign bond financed emissions review,FIN-007,High transition risk exposure,RISK-004,Water stress - agribusiness borrowers,Decision recorded: Climate scenario analysis review | linked KPI FIN-007 | linked risk RISK-004,Sector Risk,2024-05-28,monitored,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000329,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2024-01-15,2024,12,12,100.0,True,True,Annual sustainability report sign-off,ENV-001,Scope 1 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-001,Finance,2024-03-01,in_progress,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000330,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2024-04-16,2024,12,12,100.0,True,True,Sovereign bond financed emissions review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-005,Carbon pricing - industrial loans,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-012 | linked risk RISK-005,Credit Risk,2024-05-30,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000331,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2024-07-19,2024,11,10,90.9,True,False,Net-zero target progress review,ENV-004,Energy consumption,,,Discussion only; no formal decision recorded for Net-zero target progress review,Human Resources,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000332,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board of Directors,full_board,2024-10-24,2024,11,10,90.9,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000333,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2024-03-14,2024,8,7,87.5,True,True,Sovereign bond financed emissions review; PCAF data quality remediation,FIN-011,Motor vehicle exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-011 | linked risk RISK-007,Legal,2024-05-13,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000334,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2024-06-14,2024,9,7,77.8,True,True,Financed emissions methodology review; Project finance emissions methodology review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-013,Board climate competence gap,Decision recorded: Financed emissions methodology review | linked KPI FIN-012 | linked risk RISK-013,Board Secretariat,2024-10-15,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000335,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2024-09-20,2024,8,8,100.0,True,True,Net-zero target progress review; Annual sustainability report sign-off,ENV-004,Energy consumption,,,Decision recorded: Net-zero target progress review | linked KPI ENV-004,Data Governance,2025-01-07,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000336,ENT-IT-007,Atlas Consumer Finance Italia SpA,IT,Board ESG & Sustainability Committee,esg_committee,2024-12-18,2024,8,7,87.5,True,False,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-006,Mandatory climate disclosure non-compliance,Committee review completed; action items assigned,Compliance,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000337,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2019-01-17,2019,11,11,100.0,True,True,Annual sustainability report sign-off,FIN-012,"Financed emissions Scope 1, 2 and 3",,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-012,Board Secretariat,2019-04-12,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000338,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2019-04-12,2019,12,12,100.0,True,False,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-006,Mandatory climate disclosure non-compliance,Discussion only; no formal decision recorded for Climate scenario analysis review,Compliance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000339,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2019-07-09,2019,12,10,83.3,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000340,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2019-10-11,2019,10,10,100.0,True,False,Real estate collateral emissions review,FIN-008,Sovereign bond exposure,RISK-009,Market repricing of high-emission collateral,Discussion only; no formal decision recorded for Real estate collateral emissions review,Market Risk,,,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000341,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2019-03-21,2019,8,8,100.0,True,False,Annual sustainability report sign-off; Motor vehicle portfolio emissions review; Physical risk exposure review,FIN-001,Financed emissions Scope 1 and 2,,,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000342,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2019-06-19,2019,9,8,88.9,True,False,Climate risk model validation; Sovereign bond financed emissions review; Financed emissions methodology review,FIN-004,Average PCAF data quality score,RISK-013,Board climate competence gap,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000343,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2019-09-20,2019,8,8,100.0,True,True,PCAF data quality remediation; Financed emissions methodology review,FIN-004,Average PCAF data quality score,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: PCAF data quality remediation | linked KPI FIN-004 | linked risk RISK-011,Sustainability Office,2019-11-24,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000344,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2019-12-10,2019,9,7,77.8,True,True,Climate scenario analysis review; Green bond framework update; Supplier ESG policy update,FIN-007,High transition risk exposure,RISK-005,Carbon pricing - industrial loans,Decision recorded: Climate scenario analysis review | linked KPI FIN-007 | linked risk RISK-005,Credit Risk,2020-02-22,in_progress,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000345,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2020-01-24,2020,11,8,72.7,True,True,Annual sustainability report sign-off,ENV-002,Scope 2 location-based emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-002,Internal Audit,2020-05-29,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000346,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2020-04-03,2020,9,9,100.0,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000347,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2020-07-10,2020,12,8,66.7,True,True,Transition risk appetite approval,FIN-010,Real estate exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Transition risk appetite approval | linked KPI FIN-010 | linked risk RISK-007,Legal,2020-09-15,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
